statement_date,driver,identified_exact,identified_quarter,parse_failed,confidence
2018-01-31,inflation,0,1,0,0.93
2018-01-31,inflation_expectations,0,0,0,0.72
2018-01-31,labor_tightness,1,1,0,0.97
2018-01-31,term_premium,0,0,1,
2018-03-21,curve_slope,1,1,0,0.99
2018-03-21,inflation,0,0,1,
2018-03-21,inflation_expectations,0,0,1,
2018-03-21,labor_tightness,1,1,0,0.97
2018-03-21,term_premium,0,0,1,
2018-05-02,curve_slope,1,1,0,0.97
2018-05-02,inflation,1,1,0,0.95
2018-05-02,inflation_expectations,0,0,0,0.72
2018-05-02,labor_tightness,1,1,0,0.97
2018-05-02,term_premium,0,0,1,
2018-06-13,curve_slope,1,1,0,0.97
2018-06-13,inflation,0,0,1,
2018-06-13,inflation_expectations,0,0,0,0.72
2018-06-13,labor_tightness,1,1,0,0.99
2018-06-13,term_premium,0,0,1,
2018-08-01,curve_slope,1,1,0,0.95
2018-08-01,inflation,1,1,0,0.95
2018-08-01,inflation_expectations,0,0,1,
2018-08-01,labor_tightness,1,1,0,0.97
2018-08-01,term_premium,0,0,0,0.1
2018-09-26,curve_slope,1,1,0,0.97
2018-09-26,inflation,1,1,0,0.97
2018-09-26,inflation_expectations,0,0,0,0.25
2018-09-26,labor_tightness,1,1,0,0.99
2018-09-26,term_premium,0,0,0,0.1
2018-11-08,curve_slope,1,1,0,0.97
2018-11-08,inflation,1,1,0,0.95
2018-11-08,inflation_expectations,0,0,1,
2018-11-08,labor_tightness,1,1,0,0.97
2018-11-08,term_premium,0,0,0,0.1
2018-12-19,curve_slope,1,1,0,0.97
2018-12-19,financial_conditions,0,0,0,0.72
2018-12-19,inflation,1,1,0,0.98
2018-12-19,inflation_expectations,0,0,1,
2018-12-19,labor_tightness,1,1,0,0.99
2018-12-19,term_premium,0,0,0,0.1
2019-01-30,curve_slope,1,1,0,0.97
2019-01-30,financial_conditions,1,1,0,0.95
2019-01-30,inflation,1,1,0,0.97
2019-01-30,inflation_expectations,0,0,1,
2019-01-30,labor_tightness,1,1,0,0.97
2019-01-30,term_premium,0,0,1,
2019-03-20,curve_slope,1,1,0,0.82
2019-03-20,financial_conditions,0,0,0,0.35
2019-03-20,inflation,1,1,0,0.85
2019-03-20,inflation_expectations,0,0,1,
2019-03-20,labor_tightness,1,1,0,0.97
2019-03-20,term_premium,0,0,1,
2019-05-01,curve_slope,0,0,1,
2019-05-01,financial_conditions,0,0,0,0.35
2019-05-01,inflation,0,0,0,0.82
2019-05-01,inflation_expectations,0,0,1,
2019-05-01,labor_tightness,1,1,0,0.95
2019-05-01,term_premium,0,0,0,0.15
2019-06-19,curve_slope,1,1,0,0.95
2019-06-19,financial_conditions,0,0,0,0.72
2019-06-19,inflation,1,1,0,0.97
2019-06-19,inflation_expectations,0,0,0,0.82
2019-06-19,labor_tightness,1,1,0,0.97
2019-06-19,term_premium,0,0,0,0.82
2019-07-31,balance_sheet,0,0,0,0.95
2019-07-31,curve_slope,1,1,0,0.97
2019-07-31,inflation,1,1,0,0.97
2019-07-31,inflation_expectations,0,0,1,
2019-07-31,labor_tightness,1,1,0,0.97
2019-07-31,term_premium,0,0,0,0.95
2019-09-18,balance_sheet,0,0,0,0.95
2019-09-18,curve_slope,1,1,0,0.99
2019-09-18,inflation,1,1,0,0.97
2019-09-18,inflation_expectations,0,0,1,
2019-09-18,labor_tightness,1,1,0,0.95
2019-09-18,term_premium,0,0,1,
2019-10-30,curve_slope,1,1,0,0.97
2019-10-30,inflation,1,1,0,0.97
2019-10-30,inflation_expectations,0,0,1,
2019-10-30,labor_tightness,1,1,0,0.97
2019-10-30,term_premium,0,0,0,0.15
2019-12-11,curve_slope,0,0,1,
2019-12-11,inflation,0,0,1,
2019-12-11,inflation_expectations,0,0,1,
2019-12-11,labor_tightness,1,1,0,0.97
2019-12-11,term_premium,0,0,0,0.15
2020-01-29,curve_slope,0,0,1,
2020-01-29,inflation,0,0,1,
2020-01-29,inflation_expectations,0,0,1,
2020-01-29,labor_tightness,1,1,0,0.95
2020-01-29,term_premium,0,0,0,0.25
2020-03-15,balance_sheet,1,1,0,0.93
2020-03-15,curve_slope,1,1,0,0.97
2020-03-15,financial_conditions,1,1,0,0.97
2020-03-15,inflation,1,1,0,0.97
2020-03-15,inflation_expectations,0,0,1,
2020-03-15,labor_tightness,1,1,0,0.95
2020-03-15,term_premium,1,1,0,0.95
2020-04-29,balance_sheet,1,1,0,0.72
2020-04-29,curve_slope,0,0,1,
2020-04-29,financial_conditions,0,0,1,
2020-04-29,inflation,0,0,1,
2020-04-29,inflation_expectations,0,0,1,
2020-04-29,labor_tightness,0,0,0,0.97
2020-04-29,term_premium,1,1,0,0.91
2020-06-10,balance_sheet,0,1,0,0.82
2020-06-10,curve_slope,0,1,0,0.82
2020-06-10,financial_conditions,0,1,0,0.82
2020-06-10,inflation,0,1,0,0.72
2020-06-10,inflation_expectations,0,0,0,0.3
2020-06-10,labor_tightness,1,1,0,0.88
2020-06-10,term_premium,0,1,0,0.85
2020-07-29,balance_sheet,0,0,0,0.7
2020-07-29,curve_slope,0,0,1,
2020-07-29,financial_conditions,1,1,0,0.72
2020-07-29,inflation,0,0,0,0.72
2020-07-29,inflation_expectations,0,0,0,0.3
2020-07-29,labor_tightness,1,1,0,0.82
2020-07-29,term_premium,0,0,0,0.72
2020-09-16,balance_sheet,0,0,0,0.72
2020-09-16,curve_slope,0,0,1,
2020-09-16,financial_conditions,0,0,0,0.72
2020-09-16,inflation,1,1,0,0.97
2020-09-16,inflation_expectations,1,1,0,0.95
2020-09-16,labor_tightness,1,1,0,0.97
2020-09-16,term_premium,1,1,0,0.95
2020-11-05,balance_sheet,0,0,1,
2020-11-05,curve_slope,1,1,0,0.88
2020-11-05,financial_conditions,0,0,0,0.82
2020-11-05,inflation,0,0,0,0.95
2020-11-05,inflation_expectations,0,0,1,
2020-11-05,labor_tightness,1,1,0,0.95
2020-11-05,term_premium,0,0,1,
2020-12-16,balance_sheet,0,0,0,0.85
2020-12-16,curve_slope,0,1,0,0.82
2020-12-16,financial_conditions,0,0,0,0.72
2020-12-16,inflation,0,0,1,
2020-12-16,inflation_expectations,0,0,1,
2020-12-16,labor_tightness,0,0,1,
2020-12-16,term_premium,1,1,0,0.95
2021-01-27,balance_sheet,0,0,0,0.3
2021-01-27,curve_slope,1,1,0,0.88
2021-01-27,financial_conditions,0,0,1,
2021-01-27,inflation,0,0,0,0.82
2021-01-27,inflation_expectations,0,0,1,
2021-01-27,labor_tightness,1,1,0,0.88
2021-01-27,term_premium,0,0,1,
2021-03-17,balance_sheet,1,1,0,0.3
2021-03-17,curve_slope,1,1,0,0.72
2021-03-17,financial_conditions,0,0,1,
2021-03-17,inflation,0,0,1,
2021-03-17,inflation_expectations,0,0,1,
2021-03-17,labor_tightness,1,1,0,0.88
2021-03-17,term_premium,1,1,0,0.3
2021-04-28,balance_sheet,0,0,0,0.3
2021-04-28,curve_slope,0,0,1,
2021-04-28,financial_conditions,0,0,1,
2021-04-28,inflation,1,1,0,0.91
2021-04-28,inflation_expectations,0,0,1,
2021-04-28,labor_tightness,1,1,0,0.88
2021-04-28,term_premium,1,1,0,0.3
2021-06-16,balance_sheet,0,1,0,0.3
2021-06-16,curve_slope,0,1,0,0.72
2021-06-16,financial_conditions,0,0,0,0.25
2021-06-16,inflation,0,1,0,0.72
2021-06-16,inflation_expectations,1,1,0,0.82
2021-06-16,labor_tightness,0,0,0,0.82
2021-06-16,term_premium,0,1,0,0.3
2021-07-28,balance_sheet,0,0,0,0.91
2021-07-28,curve_slope,0,0,1,
2021-07-28,financial_conditions,0,0,1,
2021-07-28,inflation,0,0,1,
2021-07-28,inflation_expectations,0,0,1,
2021-07-28,labor_tightness,0,0,1,
2021-07-28,term_premium,0,0,0,0.82
2021-09-22,balance_sheet,0,0,0,0.55
2021-09-22,curve_slope,1,1,0,0.92
2021-09-22,financial_conditions,0,0,0,0.3
2021-09-22,inflation,0,0,1,
2021-09-22,inflation_expectations,0,0,1,
2021-09-22,labor_tightness,0,0,1,
2021-09-22,term_premium,0,0,0,0.55
2021-11-03,balance_sheet,1,1,0,0.99
2021-11-03,curve_slope,1,1,0,0.97
2021-11-03,financial_conditions,0,0,0,0.72
2021-11-03,inflation,0,0,1,
2021-11-03,inflation_expectations,0,0,1,
2021-11-03,labor_tightness,0,0,0,0.85
2021-11-03,term_premium,1,1,0,0.99
2021-12-15,balance_sheet,1,1,0,0.97
2021-12-15,curve_slope,1,1,0,0.97
2021-12-15,financial_conditions,0,0,1,
2021-12-15,inflation,0,1,0,0.97
2021-12-15,inflation_expectations,0,0,0,0.93
2021-12-15,labor_tightness,0,0,1,
2021-12-15,term_premium,1,1,0,0.98
2022-01-26,balance_sheet,0,0,0,0.97
2022-01-26,curve_slope,1,1,0,0.97
2022-01-26,financial_conditions,0,0,1,
2022-01-26,inflation,0,0,1,
2022-01-26,inflation_expectations,0,0,0,0.18
2022-01-26,labor_tightness,0,0,1,
2022-01-26,term_premium,0,0,0,0.97
2022-03-16,balance_sheet,0,0,1,
2022-03-16,curve_slope,1,1,0,0.99
2022-03-16,financial_conditions,0,0,1,
2022-03-16,inflation,1,1,0,0.97
2022-03-16,inflation_expectations,0,0,1,
2022-03-16,labor_tightness,1,1,0,0.95
2022-03-16,term_premium,1,1,0,0.95
2022-05-04,balance_sheet,1,1,0,0.97
2022-05-04,curve_slope,1,1,0,0.97
2022-05-04,inflation,1,1,0,0.92
2022-05-04,inflation_expectations,0,0,1,
2022-05-04,labor_tightness,0,0,0,0.82
2022-05-04,term_premium,0,0,1,
2022-06-15,balance_sheet,0,0,0,0.92
2022-06-15,curve_slope,1,1,0,0.97
2022-06-15,inflation,0,1,0,0.72
2022-06-15,inflation_expectations,0,0,0,0.35
2022-06-15,labor_tightness,0,0,1,
2022-06-15,term_premium,0,0,1,
2022-07-27,balance_sheet,0,0,1,
2022-07-27,curve_slope,1,1,0,0.97
2022-07-27,inflation,0,0,0,0.82
2022-07-27,inflation_expectations,0,0,1,
2022-07-27,labor_tightness,0,0,1,
2022-07-27,term_premium,0,0,0,0.85
2022-09-21,balance_sheet,1,1,0,0.4
2022-09-21,curve_slope,1,1,0,0.97
2022-09-21,inflation,0,0,1,
2022-09-21,inflation_expectations,0,0,0,0.15
2022-09-21,labor_tightness,0,0,1,
2022-09-21,term_premium,0,0,1,
2022-11-02,balance_sheet,0,0,1,
2022-11-02,curve_slope,1,1,0,0.97
2022-11-02,financial_conditions,1,1,0,0.85
2022-11-02,inflation,1,1,0,0.93
2022-11-02,inflation_expectations,0,0,1,
2022-11-02,labor_tightness,0,0,1,
2022-11-02,term_premium,0,0,1,
2022-12-14,balance_sheet,0,0,1,
2022-12-14,curve_slope,1,1,0,0.97
2022-12-14,financial_conditions,1,1,0,0.45
2022-12-14,inflation,0,1,0,0.85
2022-12-14,inflation_expectations,0,0,1,
2022-12-14,labor_tightness,0,0,1,
2022-12-14,term_premium,0,0,1,
2023-02-01,balance_sheet,0,0,0,0.72
2023-02-01,curve_slope,1,1,0,0.97
2023-02-01,financial_conditions,1,1,0,0.88
2023-02-01,inflation,0,0,0,0.93
2023-02-01,inflation_expectations,0,0,1,
2023-02-01,labor_tightness,0,0,0,0.82
2023-02-01,term_premium,0,0,0,0.88
2023-03-22,balance_sheet,0,0,1,
2023-03-22,curve_slope,1,1,0,0.97
2023-03-22,financial_conditions,0,0,1,
2023-03-22,inflation,0,0,0,0.95
2023-03-22,inflation_expectations,0,0,1,
2023-03-22,labor_tightness,0,0,0,0.91
2023-03-22,term_premium,0,0,1,
2023-05-03,balance_sheet,0,0,0,0.3
2023-05-03,curve_slope,1,1,0,0.97
2023-05-03,financial_conditions,1,1,0,0.88
2023-05-03,inflation,1,1,0,0.85
2023-05-03,inflation_expectations,0,0,0,0.15
2023-05-03,labor_tightness,1,1,0,0.85
2023-05-03,term_premium,0,0,1,
2023-06-14,balance_sheet,0,0,1,
2023-06-14,curve_slope,1,1,0,0.97
2023-06-14,financial_conditions,0,1,0,0.82
2023-06-14,inflation,0,1,0,0.72
2023-06-14,inflation_expectations,0,0,1,
2023-06-14,labor_tightness,0,0,1,
2023-06-14,term_premium,0,0,0,0.3
2023-07-26,balance_sheet,0,0,1,
2023-07-26,curve_slope,1,1,0,0.97
2023-07-26,financial_conditions,0,0,1,
2023-07-26,inflation,0,0,1,
2023-07-26,inflation_expectations,0,0,1,
2023-07-26,labor_tightness,0,0,1,
2023-07-26,term_premium,0,0,1,
2023-09-20,balance_sheet,0,0,1,
2023-09-20,curve_slope,1,1,0,0.92
2023-09-20,financial_conditions,0,0,1,
2023-09-20,inflation,0,0,1,
2023-09-20,inflation_expectations,0,0,1,
2023-09-20,labor_tightness,0,0,1,
2023-09-20,term_premium,0,0,1,
2023-11-01,balance_sheet,0,0,0,0.3
2023-11-01,curve_slope,1,1,0,0.93
2023-11-01,financial_conditions,0,0,1,
2023-11-01,inflation,0,0,0,0.72
2023-11-01,inflation_expectations,0,0,1,
2023-11-01,labor_tightness,0,0,1,
2023-11-01,term_premium,0,0,1,
2023-12-13,balance_sheet,0,0,1,
2023-12-13,curve_slope,1,1,0,0.95
2023-12-13,financial_conditions,0,0,0,0.72
2023-12-13,inflation,0,1,0,0.82
2023-12-13,inflation_expectations,0,0,1,
2023-12-13,labor_tightness,1,1,0,0.62
2023-12-13,term_premium,0,0,1,
2024-01-31,balance_sheet,0,0,0,0.3
2024-01-31,curve_slope,1,1,0,0.95
2024-01-31,financial_conditions,0,0,1,
2024-01-31,inflation,0,0,0,0.91
2024-01-31,inflation_expectations,0,0,0,0.2
2024-01-31,labor_tightness,1,1,0,0.88
2024-01-31,term_premium,0,0,0,0.3
2024-03-20,balance_sheet,0,0,1,
2024-03-20,curve_slope,0,0,1,
2024-03-20,inflation,0,0,1,
2024-03-20,inflation_expectations,0,0,1,
2024-03-20,labor_tightness,0,0,1,
2024-03-20,term_premium,0,0,1,
2024-05-01,balance_sheet,1,1,0,0.99
2024-05-01,curve_slope,1,1,0,0.99
2024-05-01,inflation,1,1,0,0.97
2024-05-01,inflation_expectations,0,0,1,
2024-05-01,labor_tightness,0,0,0,0.88
2024-05-01,term_premium,1,1,0,0.99
2024-06-12,balance_sheet,0,1,0,0.97
2024-06-12,curve_slope,0,1,0,0.97
2024-06-12,inflation,1,1,0,0.93
2024-06-12,inflation_expectations,0,0,1,
2024-06-12,labor_tightness,0,0,1,
2024-06-12,term_premium,0,1,0,0.97
2024-07-31,balance_sheet,0,0,0,0.1
2024-07-31,curve_slope,0,0,1,
2024-07-31,inflation,1,1,0,0.82
2024-07-31,inflation_expectations,0,0,1,
2024-07-31,labor_tightness,1,1,0,0.88
2024-07-31,term_premium,0,0,0,0.1
2024-09-18,balance_sheet,0,0,1,
2024-09-18,curve_slope,1,1,0,0.99
2024-09-18,inflation,1,1,0,0.99
2024-09-18,inflation_expectations,0,0,1,
2024-09-18,labor_tightness,1,1,0,0.95
2024-09-18,term_premium,0,0,1,
2024-11-07,balance_sheet,0,0,0,0.1
2024-11-07,curve_slope,1,1,0,0.97
2024-11-07,inflation,1,1,0,0.93
2024-11-07,inflation_expectations,0,0,1,
2024-11-07,labor_tightness,1,1,0,0.88
2024-11-07,term_premium,0,0,0,0.1
2024-12-18,balance_sheet,0,0,0,0.1
2024-12-18,curve_slope,1,1,0,0.99
2024-12-18,inflation,0,0,1,
2024-12-18,inflation_expectations,0,0,0,0.15
2024-12-18,labor_tightness,0,0,1,
2024-12-18,term_premium,0,0,0,0.1
2025-01-29,balance_sheet,0,0,0,0.1
2025-01-29,curve_slope,1,1,0,0.95
2025-01-29,inflation,0,0,1,
2025-01-29,inflation_expectations,0,0,1,
2025-01-29,labor_tightness,1,1,0,0.88
2025-01-29,term_premium,0,0,0,0.1
2025-03-19,balance_sheet,1,1,0,0.97
2025-03-19,curve_slope,1,1,0,0.97
2025-03-19,inflation,0,0,1,
2025-03-19,inflation_expectations,0,0,1,
2025-03-19,labor_tightness,0,0,1,
2025-03-19,term_premium,1,1,0,0.97
2025-05-07,balance_sheet,0,0,0,0.97
2025-05-07,curve_slope,0,0,0,0.97
2025-05-07,inflation,0,0,1,
2025-05-07,inflation_expectations,0,0,1,
2025-05-07,labor_tightness,1,1,0,0.82
2025-05-07,term_premium,0,0,0,0.97
2025-06-18,balance_sheet,0,0,0,0.1
2025-06-18,curve_slope,0,1,0,0.82
2025-06-18,inflation,0,0,1,
2025-06-18,inflation_expectations,0,0,1,
2025-06-18,labor_tightness,1,1,0,0.82
2025-06-18,term_premium,0,0,0,0.1
2025-07-30,balance_sheet,0,0,0,0.1
2025-07-30,curve_slope,0,0,0,0.95
2025-07-30,inflation,0,0,1,
2025-07-30,inflation_expectations,0,0,1,
2025-07-30,labor_tightness,0,0,1,
2025-07-30,term_premium,0,0,0,0.1
2025-09-17,balance_sheet,0,0,0,0.1
2025-09-17,curve_slope,0,0,1,
2025-09-17,inflation,0,0,0,0.52
2025-09-17,inflation_expectations,0,0,1,
2025-09-17,labor_tightness,0,0,0,0.93
2025-09-17,term_premium,0,0,0,0.1
2025-10-29,balance_sheet,0,0,0,0.85
2025-10-29,curve_slope,0,0,1,
2025-10-29,inflation,0,0,1,
2025-10-29,inflation_expectations,0,0,1,
2025-10-29,labor_tightness,0,0,0,0.93
2025-10-29,term_premium,0,0,0,0.55
2025-12-10,balance_sheet,0,0,1,
2025-12-10,curve_slope,0,0,1,
2025-12-10,inflation,0,0,0,0.62
2025-12-10,inflation_expectations,0,0,1,
2025-12-10,labor_tightness,0,0,0,0.95
2025-12-10,term_premium,0,0,1,
2026-01-28,balance_sheet,0,0,1,
2026-01-28,curve_slope,0,0,1,
2026-01-28,inflation,0,0,1,
2026-01-28,inflation_expectations,0,0,1,
2026-01-28,labor_tightness,0,0,0,0.92
2026-01-28,term_premium,0,0,0,0.93
2026-03-18,curve_slope,0,0,1,
2026-03-18,inflation,0,0,1,
2026-03-18,inflation_expectations,0,0,1,
2026-03-18,labor_tightness,0,0,1,
2026-04-29,curve_slope,0,0,1,
2026-04-29,inflation,0,0,1,
2026-04-29,inflation_expectations,0,0,1,
2026-04-29,labor_tightness,0,0,1,
2026-06-17,curve_slope,0,0,1,
2026-06-17,inflation,0,0,1,
2026-06-17,inflation_expectations,0,0,1,
2026-06-17,labor_tightness,0,0,1,
2026-06-17,term_premium,0,0,1,
